food,category,country,region,year,imports,exports,production,consumption,yield,price
Food,Category,Country,Region,Market Year,Imports (Metric Ton),Exports (Metric Ton),Domestic Production (Metric Ton),Domestic Consumption (Metric Ton),Yield (MT/HA),"U.S. import price (12 month average, US dollars per MT)"
Peanut Oil,OIL,Mexico,MIDDLE_AMERICA,2014,35319,7137,18483,,,
Peanut Oil,OIL,Nicaragua,MIDDLE_AMERICA,2014,10980,30378,36051,,,
Peanut Oil,OIL,Egypt,MIDDLE_EAST,2014,1830,8235,36417,,,
Peanut Oil,OIL,Morocco,MIDDLE_EAST,2014,0,0,6954,,,
Peanut Oil,OIL,Sudan,MIDDLE_EAST,2014,62952,15431,366229,,,
Peanut Oil,OIL,Turkey,MIDDLE_EAST,2014,13542,4392,28960,,,
Peanut Oil,OIL,Australia,OCEANIA,2014,5124,732,3660,,,
Peanut Oil,OIL,Russia,RUSSIA,2014,26718,732,0,,,
Peanut Oil,OIL,Argentina,SOUTH_AMERICA,2014,109434,340350,293404,,,
Peanut Oil,OIL,Brazil,SOUTH_AMERICA,2014,7771,65803,113318,,,
Peanut Oil,OIL,Bangladesh,SOUTH_ASIA,2014,0,0,15039,,,
Peanut Oil,OIL,India,SOUTH_ASIA,2014,62521,189151,1996700,,,
Peanut Oil,OIL,Pakistan,SOUTH_ASIA,2014,8784,1647,15555,,,
Peanut Oil,OIL,Indonesia,SOUTHEAST_ASIA,2014,61854,4209,231450,,,
Peanut Oil,OIL,Malaysia,SOUTHEAST_ASIA,2014,8686,915,2366,,,
Peanut Oil,OIL,Philippines,SOUTHEAST_ASIA,2014,13176,915,5490,,,
Peanut Oil,OIL,Singapore,SOUTHEAST_ASIA,2014,3477,1647,0,,,
Peanut Oil,OIL,Thailand,SOUTHEAST_ASIA,2014,17385,1830,19235,,,
Peanut Oil,OIL,Vietnam,SOUTHEAST_ASIA,2014,39528,8967,101559,,,
Peanut Oil,OIL,Benin,SUB_SAHARAN,2014,0,0,46620,,,
Peanut Oil,OIL,Burkina,SUB_SAHARAN,2014,0,0,140050,,,
Peanut Oil,OIL,Burma,SUB_SAHARAN,2014,19686,16941,521625,,,
Peanut Oil,OIL,Cameroon,SUB_SAHARAN,2014,0,0,163120,,,
Peanut Oil,OIL,Central African Republic,SUB_SAHARAN,2014,0,0,55450,,,
Peanut Oil,OIL,Chad,SUB_SAHARAN,2014,0,0,105200,,,
Peanut Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,0,0,108710,,,
Peanut Oil,OIL,Gambia,SUB_SAHARAN,2014,4477,10026,35300,,,
Peanut Oil,OIL,Ghana,SUB_SAHARAN,2014,183,732,80520,,,
Peanut Oil,OIL,Guinea,SUB_SAHARAN,2014,0,0,47580,,,
Peanut Oil,OIL,Malawi,SUB_SAHARAN,2014,0,4941,109625,,,
Peanut Oil,OIL,Mali,SUB_SAHARAN,2014,6039,25954,99475,,,
Peanut Oil,OIL,Mozambique,SUB_SAHARAN,2014,915,732,40130,,,
Peanut Oil,OIL,Niger,SUB_SAHARAN,2014,915,915,104050,,,
Peanut Oil,OIL,Nigeria,SUB_SAHARAN,2014,2281,3000,812000,,,
Peanut Oil,OIL,Senegal,SUB_SAHARAN,2014,13359,76169,230675,,,
Peanut Oil,OIL,South Africa,SUB_SAHARAN,2014,10065,7686,17725,,,
Peanut Oil,OIL,Tanzania,SUB_SAHARAN,2014,0,1830,279400,,,
Peanut Oil,OIL,Togo,SUB_SAHARAN,2014,0,0,11503,,,
Peanut Oil,OIL,Uganda,SUB_SAHARAN,2014,0,1464,90900,,,
Peanut Oil,OIL,Zambia,SUB_SAHARAN,2014,0,183,26705,,,
Peanut Oil,OIL,Zimbabwe,SUB_SAHARAN,2014,549,366,18300,,,
Peanut Oil,OIL,United States,UNITED_STATES,2014,184772,282069,527782,,,
Rapeseed Meal,OIL,Canada,ARCTIC_AMERICA,2014,2579400,12974200,17278000,,,
Rapeseed Meal,OIL,Kazakhstan,CENTRAL_ASIA,2014,0,93000,280800,,,
Rapeseed Meal,OIL,China,EAST_ASIA,2014,4635000,1064000,23185000,,,
Rapeseed Meal,OIL,Japan,EAST_ASIA,2014,2057200,94800,1361600,,,
Rapeseed Meal,OIL,South Korea,EAST_ASIA,2014,562400,34000,2800,,,
Rapeseed Meal,OIL,Taiwan,EAST_ASIA,2014,60000,0,0,,,
Rapeseed Meal,OIL,Belarus,EUROPE,2014,13600,91800,989000,,,
Rapeseed Meal,OIL,European Union,EUROPE,2014,4220600,2998600,33930000,,,
Rapeseed Meal,OIL,Norway,EUROPE,2014,161200,10000,19800,,,
Rapeseed Meal,OIL,Switzerland,EUROPE,2014,75600,0,98200,,,
Rapeseed Meal,OIL,Ukraine,EUROPE,2014,43200,1720200,1913000,,,
Rapeseed Meal,OIL,Mexico,MIDDLE_AMERICA,2014,1294000,54000,876000,,,
Rapeseed Meal,OIL,Morocco,MIDDLE_EAST,2014,0,0,800,,,
Rapeseed Meal,OIL,Turkey,MIDDLE_EAST,2014,397400,55400,349000,,,
Rapeseed Meal,OIL,United Arab Emirates,MIDDLE_EAST,2014,660000,215000,475000,,,
Rapeseed Meal,OIL,Australia,OCEANIA,2014,430800,2498200,3220400,,,
Rapeseed Meal,OIL,Russia,RUSSIA,2014,66800,467000,1945200,,,
Rapeseed Meal,OIL,Chile,SOUTH_AMERICA,2014,3800,11200,266800,,,
Rapeseed Meal,OIL,Paraguay,SOUTH_AMERICA,2014,0,18000,46800,,,
Rapeseed Meal,OIL,Bangladesh,SOUTH_ASIA,2014,171000,21000,335000,,,
Rapeseed Meal,OIL,India,SOUTH_ASIA,2014,474400,1197400,8298000,,,
Rapeseed Meal,OIL,Pakistan,SOUTH_ASIA,2014,816200,72200,820000,,,
Rapeseed Meal,OIL,Indonesia,SOUTHEAST_ASIA,2014,153000,0,0,,,
Rapeseed Meal,OIL,Thailand,SOUTHEAST_ASIA,2014,401000,0,0,,,
Rapeseed Meal,OIL,Ethiopia,SUB_SAHARAN,2014,0,0,103600,,,
Rapeseed Meal,OIL,United States,UNITED_STATES,2014,4220400,251000,1924000,,,
Rapeseed Oil,OIL,Canada,ARCTIC_AMERICA,2014,805359,4899807,6233030,,,
Rapeseed Oil,OIL,Kazakhstan,CENTRAL_ASIA,2014,0,23640,94103,,,
Rapeseed Oil,OIL,China,EAST_ASIA,2014,4644290,3107390,9171800,,,
Rapeseed Oil,OIL,Hong Kong,EAST_ASIA,2014,56000,11000,0,,,
Rapeseed Oil,OIL,Japan,EAST_ASIA,2014,630722,206823,1075366,,,
Rapeseed Oil,OIL,South Korea,EAST_ASIA,2014,100549,0,2183,,,
Rapeseed Oil,OIL,Taiwan,EAST_ASIA,2014,30000,0,0,,,
Rapeseed Oil,OIL,Belarus,EUROPE,2014,14111,171183,401590,,,
Rapeseed Oil,OIL,European Union,EUROPE,2014,1306886,1230216,14845350,,,
Rapeseed Oil,OIL,Norway,EUROPE,2014,465647,72000,10013,,,
Rapeseed Oil,OIL,Switzerland,EUROPE,2014,8281,0,41627,,,
Rapeseed Oil,OIL,Ukraine,EUROPE,2014,22882,475072,508600,,,
Rapeseed Oil,OIL,Mexico,MIDDLE_AMERICA,2014,364140,25980,610000,,,
Rapeseed Oil,OIL,Algeria,MIDDLE_EAST,2014,0,0,0,,,
Rapeseed Oil,OIL,Morocco,MIDDLE_EAST,2014,0,0,183,,,
Rapeseed Oil,OIL,Tunisia,MIDDLE_EAST,2014,0,0,0,,,
Rapeseed Oil,OIL,Turkey,MIDDLE_EAST,2014,92984,18954,205555,,,
Rapeseed Oil,OIL,United Arab Emirates,MIDDLE_EAST,2014,160975,330000,345000,,,
Rapeseed Oil,OIL,Australia,OCEANIA,2014,122173,715222,964579,,,
Rapeseed Oil,OIL,New Zealand,OCEANIA,2014,38000,0,0,,,
Rapeseed Oil,OIL,Russia,RUSSIA,2014,60993,405430,776912,,,
Rapeseed Oil,OIL,Chile,SOUTH_AMERICA,2014,110183,29562,113783,,,
Rapeseed Oil,OIL,Paraguay,SOUTH_AMERICA,2014,0,7745,17503,,,
Rapeseed Oil,OIL,Bangladesh,SOUTH_ASIA,2014,23235,12830,148090,,,
Rapeseed Oil,OIL,India,SOUTH_ASIA,2014,652944,212324,3244730,,,
Rapeseed Oil,OIL,Pakistan,SOUTH_ASIA,2014,189562,18372,475260,,,
Rapeseed Oil,OIL,Indonesia,SOUTHEAST_ASIA,2014,6000,0,0,,,
Rapeseed Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,0,0,0,,,
Rapeseed Oil,OIL,Ethiopia,SUB_SAHARAN,2014,0,0,44091,,,
Rapeseed Oil,OIL,Ghana,SUB_SAHARAN,2014,0,0,0,,,
Rapeseed Oil,OIL,Mauritania,SUB_SAHARAN,2014,0,0,0,,,
Rapeseed Oil,OIL,Senegal,SUB_SAHARAN,2014,0,0,0,,,
Rapeseed Oil,OIL,United States,UNITED_STATES,2014,1961334,223495,941620,,,
Soybean (Local) Meal,OIL,Argentina,SOUTH_AMERICA,2014,8481600,20468000,48640000,,,
Soybean (Local) Meal,OIL,Brazil,SOUTH_AMERICA,2014,1457600,43977600,76960000,,,
Soybean (Local) Oil,OIL,Argentina,SOUTH_AMERICA,2014,1940166,4682055,11126400,,,
Soybean (Local) Oil,OIL,Brazil,SOUTH_AMERICA,2014,333426,10059876,17604600,,,
Soybean Meal,OIL,Canada,ARCTIC_AMERICA,2014,1490600,3758000,6174200,,,
Soybean Meal,OIL,Kazakhstan,CENTRAL_ASIA,2014,4000,21000,35000,,,
Soybean Meal,OIL,Uzbekistan,CENTRAL_ASIA,2014,139600,1600,8000,,,
Soybean Meal,OIL,China,EAST_ASIA,2014,74039600,16096600,69125000,,,
Soybean Meal,OIL,Japan,EAST_ASIA,2014,4426400,328000,1782800,,,
Soybean Meal,OIL,North Korea,EAST_ASIA,2014,76600,15600,229000,,,
Soybean Meal,OIL,South Korea,EAST_ASIA,2014,2964400,384600,824200,,,
Soybean Meal,OIL,Taiwan,EAST_ASIA,2014,2075400,183600,1552200,,,
Soybean Meal,OIL,Belarus,EUROPE,2014,390000,20000,0,,,
Soybean Meal,OIL,Bosnia and Herzegovina,EUROPE,2014,98600,18000,32600,,,
Soybean Meal,OIL,European Union,EUROPE,2014,31062400,1355400,12587000,,,
Soybean Meal,OIL,Macedonia,EUROPE,2014,27000,0,0,,,
Soybean Meal,OIL,Norway,EUROPE,2014,397600,167600,331000,,,
Soybean Meal,OIL,Serbia,EUROPE,2014,86800,58800,691000,,,
Soybean Meal,OIL,Switzerland,EUROPE,2014,287000,2000,19400,,,
Soybean Meal,OIL,Ukraine,EUROPE,2014,249200,2375400,3747000,,,
Soybean Meal,OIL,Barbados,MIDDLE_AMERICA,2014,20000,0,20000,,,
Soybean Meal,OIL,Costa Rica,MIDDLE_AMERICA,2014,253000,5000,188000,,,
Soybean Meal,OIL,Cuba,MIDDLE_AMERICA,2014,584000,0,102000,,,
Soybean Meal,OIL,Dominican Republic,MIDDLE_AMERICA,2014,430000,0,0,,,
Soybean Meal,OIL,El Salvador,MIDDLE_AMERICA,2014,172000,0,0,,,
Soybean Meal,OIL,Guatemala,MIDDLE_AMERICA,2014,364600,1600,28800,,,
Soybean Meal,OIL,Honduras,MIDDLE_AMERICA,2014,197000,5000,0,,,
Soybean Meal,OIL,Jamaica,MIDDLE_AMERICA,2014,115000,0,0,,,
Soybean Meal,OIL,Mexico,MIDDLE_AMERICA,2014,5034400,235600,3664000,,,
Soybean Meal,OIL,Nicaragua,MIDDLE_AMERICA,2014,90000,7000,5600,,,
Soybean Meal,OIL,Panama,MIDDLE_AMERICA,2014,212000,12000,24000,,,
Soybean Meal,OIL,Trinidad and Tobago,MIDDLE_AMERICA,2014,57000,2000,0,,,
Soybean Meal,OIL,Algeria,MIDDLE_EAST,2014,1558000,110000,0,,,
Soybean Meal,OIL,Egypt,MIDDLE_EAST,2014,2839000,154600,1558400,,,
Soybean Meal,OIL,Iran,MIDDLE_EAST,2014,3037600,124600,1061000,,,
Soybean Meal,OIL,Iraq,MIDDLE_EAST,2014,35000,0,0,,,
Soybean Meal,OIL,Israel,MIDDLE_EAST,2014,401600,3200,237000,,,
Soybean Meal,OIL,Jordan,MIDDLE_EAST,2014,384000,4000,0,,,
Soybean Meal,OIL,Lebanon,MIDDLE_EAST,2014,167000,40000,75000,,,
Soybean Meal,OIL,Libya,MIDDLE_EAST,2014,255000,0,0,,,
Soybean Meal,OIL,Morocco,MIDDLE_EAST,2014,595000,0,118000,,,
Soybean Meal,OIL,Saudi Arabia,MIDDLE_EAST,2014,783000,8000,0,,,
Soybean Meal,OIL,Syria,MIDDLE_EAST,2014,290000,0,41600,,,
Soybean Meal,OIL,Tunisia,MIDDLE_EAST,2014,102000,20000,393000,,,
Soybean Meal,OIL,Turkey,MIDDLE_EAST,2014,2616800,594800,858000,,,
Soybean Meal,OIL,United Arab Emirates,MIDDLE_EAST,2014,140000,4000,0,,,
Soybean Meal,OIL,Yemen,MIDDLE_EAST,2014,245000,20000,0,,,
Soybean Meal,OIL,Australia,OCEANIA,2014,748400,36600,82200,,,
Soybean Meal,OIL,New Zealand,OCEANIA,2014,259000,9000,0,,,
Soybean Meal,OIL,Georgia,RUSSIA,2014,45000,15000,0,,,
Soybean Meal,OIL,Russia,RUSSIA,2014,2320800,1081800,5111000,,,
Soybean Meal,OIL,Argentina,SOUTH_AMERICA,2014,29374600,99533400,111032000,,,
Soybean Meal,OIL,Brazil,SOUTH_AMERICA,2014,19931000,93711000,138790000,,,
Soybean Meal,OIL,Chile,SOUTH_AMERICA,2014,673200,31200,98000,,,
Soybean Meal,OIL,Colombia,SOUTH_AMERICA,2014,1678000,120000,410000,,,
Soybean Meal,OIL,Ecuador,SOUTH_AMERICA,2014,713000,12000,90000,,,
Soybean Meal,OIL,Paraguay,SOUTH_AMERICA,2014,121800,6246800,9350000,,,
Soybean Meal,OIL,Peru,SOUTH_AMERICA,2014,1517200,24000,4400,,,
Soybean Meal,OIL,Uruguay,SOUTH_AMERICA,2014,268000,2296000,2644200,,,
Soybean Meal,OIL,Venezuela,SOUTH_AMERICA,2014,1355600,90000,284000,,,
Soybean Meal,OIL,Bangladesh,SOUTH_ASIA,2014,1002000,111600,535000,,,
Soybean Meal,OIL,India,SOUTH_ASIA,2014,695400,1745400,12880000,,,
Soybean Meal,OIL,Pakistan,SOUTH_ASIA,2014,1516400,240400,231600,,,
Soybean Meal,OIL,Sri Lanka,SOUTH_ASIA,2014,182000,14000,0,,,
Soybean Meal,OIL,Indonesia,SOUTHEAST_ASIA,2014,6425000,452000,480000,,,
Soybean Meal,OIL,Malaysia,SOUTHEAST_ASIA,2014,2096000,221400,320000,,,
Soybean Meal,OIL,Philippines,SOUTHEAST_ASIA,2014,2574800,203000,75800,,,
Soybean Meal,OIL,Singapore,SOUTHEAST_ASIA,2014,37000,1000,14000,,,
Soybean Meal,OIL,Thailand,SOUTHEAST_ASIA,2014,5052200,334600,1472400,,,
Soybean Meal,OIL,Vietnam,SOUTHEAST_ASIA,2014,5664200,328400,1124200,,,
Soybean Meal,OIL,Bolivia,SUB_SAHARAN,2014,263400,1968400,3935000,,,
Soybean Meal,OIL,Burma,SUB_SAHARAN,2014,0,0,160000,,,
Soybean Meal,OIL,Guyana,SUB_SAHARAN,2014,18000,0,0,,,
Soybean Meal,OIL,Kenya,SUB_SAHARAN,2014,33000,0,0,,,
Soybean Meal,OIL,Nigeria,SUB_SAHARAN,2014,254400,60400,756000,,,
Soybean Meal,OIL,South Africa,SUB_SAHARAN,2014,802600,275200,1573000,,,
Soybean Meal,OIL,Uganda,SUB_SAHARAN,2014,0,4000,152000,,,
Soybean Meal,OIL,Zambia,SUB_SAHARAN,2014,0,0,272200,,,
Soybean Meal,OIL,Zimbabwe,SUB_SAHARAN,2014,0,0,133000,,,
Soybean Meal,OIL,United States,UNITED_STATES,2014,3255400,56468200,126381400,,,
Soybean Oil,OIL,Canada,ARCTIC_AMERICA,2014,153826,919050,1414967,,,
Soybean Oil,OIL,Uzbekistan,CENTRAL_ASIA,2014,6196,366,2000,,,
Soybean Oil,OIL,China,EAST_ASIA,2014,18654291,4269241,15647050,,,
Soybean Oil,OIL,Hong Kong,EAST_ASIA,2014,42000,8000,0,,,
Soybean Oil,OIL,Japan,EAST_ASIA,2014,613574,65430,451358,,,
Soybean Oil,OIL,North Korea,EAST_ASIA,2014,96111,20366,52195,,,
Soybean Oil,OIL,South Korea,EAST_ASIA,2014,560194,49921,185437,,,
Soybean Oil,OIL,Taiwan,EAST_ASIA,2014,472794,63476,362732,,,
Soybean Oil,OIL,Bosnia and Herzegovina,EUROPE,2014,10856,3000,7281,,,
Soybean Oil,OIL,European Union,EUROPE,2014,3175189,1451399,3010230,,,
Soybean Oil,OIL,Norway,EUROPE,2014,87056,63196,77000,,,
Soybean Oil,OIL,Serbia,EUROPE,2014,15418,52588,158520,,,
Soybean Oil,OIL,Somalia,EUROPE,2014,0,0,0,,,
Soybean Oil,OIL,Switzerland,EUROPE,2014,7660,0,4549,,,
Soybean Oil,OIL,Ukraine,EUROPE,2014,49227,619669,860700,,,
Soybean Oil,OIL,Barbados,MIDDLE_AMERICA,2014,4575,0,5000,,,
Soybean Oil,OIL,Costa Rica,MIDDLE_AMERICA,2014,55750,5915,44000,,,
Soybean Oil,OIL,Cuba,MIDDLE_AMERICA,2014,123790,4000,24000,,,
Soybean Oil,OIL,Dominican Republic,MIDDLE_AMERICA,2014,178000,8000,0,,,
Soybean Oil,OIL,El Salvador,MIDDLE_AMERICA,2014,11000,0,0,,,
Soybean Oil,OIL,Guatemala,MIDDLE_AMERICA,2014,89771,8366,6588,,,
Soybean Oil,OIL,Haiti,MIDDLE_AMERICA,2014,5000,0,0,,,
Soybean Oil,OIL,Jamaica,MIDDLE_AMERICA,2014,22000,2000,0,,,
Soybean Oil,OIL,Mexico,MIDDLE_AMERICA,2014,1134169,173306,829965,,,
Soybean Oil,OIL,Nicaragua,MIDDLE_AMERICA,2014,50000,30000,1281,,,
Soybean Oil,OIL,Panama,MIDDLE_AMERICA,2014,32490,2000,6000,,,
Soybean Oil,OIL,Trinidad and Tobago,MIDDLE_AMERICA,2014,15000,0,0,,,
Soybean Oil,OIL,Algeria,MIDDLE_EAST,2014,648000,38000,0,,,
Soybean Oil,OIL,Angola,MIDDLE_EAST,2014,82000,7000,0,,,
Soybean Oil,OIL,Egypt,MIDDLE_EAST,2014,860490,96346,352209,,,
Soybean Oil,OIL,Iran,MIDDLE_EAST,2014,670706,40026,245685,,,
Soybean Oil,OIL,Israel,MIDDLE_EAST,2014,78841,5732,53000,,,
Soybean Oil,OIL,Jordan,MIDDLE_EAST,2014,25000,2000,0,,,
Soybean Oil,OIL,Lebanon,MIDDLE_EAST,2014,23000,4000,18000,,,
Soybean Oil,OIL,Morocco,MIDDLE_EAST,2014,495450,45000,27000,,,
Soybean Oil,OIL,Saudi Arabia,MIDDLE_EAST,2014,12000,0,0,,,
Soybean Oil,OIL,Syria,MIDDLE_EAST,2014,11150,0,9366,,,
Soybean Oil,OIL,Tunisia,MIDDLE_EAST,2014,135000,40000,95000,,,
Soybean Oil,OIL,Turkey,MIDDLE_EAST,2014,452128,117533,194705,,,
Soybean Oil,OIL,United Arab Emirates,MIDDLE_EAST,2014,36000,7000,0,,,
Soybean Oil,OIL,Australia,OCEANIA,2014,32549,6366,18882,,,
Soybean Oil,OIL,New Zealand,OCEANIA,2014,10000,0,0,,,
Soybean Oil,OIL,Russia,RUSSIA,2014,425718,542853,1164885,,,
Soybean Oil,OIL,Argentina,SOUTH_AMERICA,2014,5349516,18513159,26632400,,,
Soybean Oil,OIL,Brazil,SOUTH_AMERICA,2014,3946750,16360500,32934600,,,
Soybean Oil,OIL,Chile,SOUTH_AMERICA,2014,132182,17307,23000,,,
Soybean Oil,OIL,Colombia,SOUTH_AMERICA,2014,444290,41045,93810,,,
Soybean Oil,OIL,Ecuador,SOUTH_AMERICA,2014,132000,7000,20810,,,
Soybean Oil,OIL,Paraguay,SOUTH_AMERICA,2014,31823,1489873,2179300,,,
Soybean Oil,OIL,Peru,SOUTH_AMERICA,2014,459292,30915,549,,,
Soybean Oil,OIL,Uruguay,SOUTH_AMERICA,2014,35405,536210,605947,,,
Soybean Oil,OIL,Venezuela,SOUTH_AMERICA,2014,499371,45575,67725,,,
Soybean Oil,OIL,Bangladesh,SOUTH_ASIA,2014,658165,49176,126000,,,
Soybean Oil,OIL,India,SOUTH_ASIA,2014,3165264,389564,2902000,,,
Soybean Oil,OIL,Pakistan,SOUTH_ASIA,2014,258454,53554,55366,,,
Soybean Oil,OIL,Indonesia,SOUTHEAST_ASIA,2014,446815,21960,109800,,,
Soybean Oil,OIL,Malaysia,SOUTHEAST_ASIA,2014,238035,180614,73000,,,
Soybean Oil,OIL,Philippines,SOUTHEAST_ASIA,2014,74633,10490,18183,,,
Soybean Oil,OIL,Singapore,SOUTHEAST_ASIA,2014,37660,14000,3000,,,
Soybean Oil,OIL,Thailand,SOUTHEAST_ASIA,2014,469912,82711,340699,,,
Soybean Oil,OIL,Vietnam,SOUTHEAST_ASIA,2014,397682,143424,256842,,,
Soybean Oil,OIL,Bolivia,SUB_SAHARAN,2014,113384,464134,894950,,,
Soybean Oil,OIL,Burma,SUB_SAHARAN,2014,0,0,36600,,,
Soybean Oil,OIL,Ethiopia,SUB_SAHARAN,2014,5000,0,0,,,
Soybean Oil,OIL,Madagascar,SUB_SAHARAN,2014,28000,2000,0,,,
Soybean Oil,OIL,Mauritius,SUB_SAHARAN,2014,24000,4000,0,,,
Soybean Oil,OIL,Nigeria,SUB_SAHARAN,2014,27169,12444,172950,,,
Soybean Oil,OIL,Senegal,SUB_SAHARAN,2014,33000,0,0,,,
Soybean Oil,OIL,South Africa,SUB_SAHARAN,2014,277011,160162,361980,,,
Soybean Oil,OIL,Tanzania,SUB_SAHARAN,2014,8000,2000,0,,,
Soybean Oil,OIL,Uganda,SUB_SAHARAN,2014,0,915,34770,,,
Soybean Oil,OIL,Zambia,SUB_SAHARAN,2014,33000,8000,62162,,,
Soybean Oil,OIL,Zimbabwe,SUB_SAHARAN,2014,65000,2000,30555,,,
Soybean Oil,OIL,United States,UNITED_STATES,2014,1272664,11873357,29264674,,,
Sunflowerseed Meal,OIL,Canada,ARCTIC_AMERICA,2014,32400,35200,44000,,,
Sunflowerseed Meal,OIL,Kazakhstan,CENTRAL_ASIA,2014,1600,132600,542400,,,
Sunflowerseed Meal,OIL,China,EAST_ASIA,2014,115200,222000,2546000,,,
Sunflowerseed Meal,OIL,Belarus,EUROPE,2014,565200,0,8000,,,
Sunflowerseed Meal,OIL,European Union,EUROPE,2014,4404400,1628000,11245600,,,
Sunflowerseed Meal,OIL,Macedonia,EUROPE,2014,12000,0,8000,,,
Sunflowerseed Meal,OIL,Moldova,EUROPE,2014,2400,331800,518400,,,
Sunflowerseed Meal,OIL,Serbia,EUROPE,2014,35200,191000,564000,,,
Sunflowerseed Meal,OIL,Switzerland,EUROPE,2014,24000,0,15000,,,
Sunflowerseed Meal,OIL,Ukraine,EUROPE,2014,746600,4131600,12445000,,,
Sunflowerseed Meal,OIL,Mexico,MIDDLE_AMERICA,2014,16000,1600,34400,,,
Sunflowerseed Meal,OIL,Egypt,MIDDLE_EAST,2014,160600,5600,47600,,,
Sunflowerseed Meal,OIL,Iran,MIDDLE_EAST,2014,51800,2400,126000,,,
Sunflowerseed Meal,OIL,Israel,MIDDLE_EAST,2014,244800,4800,17800,,,
Sunflowerseed Meal,OIL,Morocco,MIDDLE_EAST,2014,262000,0,41000,,,
Sunflowerseed Meal,OIL,Turkey,MIDDLE_EAST,2014,1280200,107400,1607000,,,
Sunflowerseed Meal,OIL,Australia,OCEANIA,2014,3200,0,42000,,,
Sunflowerseed Meal,OIL,Russia,RUSSIA,2014,466200,1588400,10358200,,,
Sunflowerseed Meal,OIL,Argentina,SOUTH_AMERICA,2014,604800,1334400,3758000,,,
Sunflowerseed Meal,OIL,Brazil,SOUTH_AMERICA,2014,8000,5600,220000,,,
Sunflowerseed Meal,OIL,Paraguay,SOUTH_AMERICA,2014,18600,21200,124000,,,
Sunflowerseed Meal,OIL,Uruguay,SOUTH_AMERICA,2014,36000,800,52200,,,
Sunflowerseed Meal,OIL,India,SOUTH_ASIA,2014,41600,10600,497000,,,
Sunflowerseed Meal,OIL,Pakistan,SOUTH_ASIA,2014,151200,8800,310000,,,
Sunflowerseed Meal,OIL,Thailand,SOUTHEAST_ASIA,2014,20000,0,0,,,
Sunflowerseed Meal,OIL,Bolivia,SUB_SAHARAN,2014,18000,111000,361000,,,
Sunflowerseed Meal,OIL,Burma,SUB_SAHARAN,2014,9600,13600,506000,,,
Sunflowerseed Meal,OIL,South Africa,SUB_SAHARAN,2014,192800,76000,818800,,,
Sunflowerseed Meal,OIL,United States,UNITED_STATES,2014,157800,191200,981000,,,
Sunflowerseed Oil,OIL,Canada,ARCTIC_AMERICA,2014,33954,9052,10065,,,
Sunflowerseed Oil,OIL,Kazakhstan,CENTRAL_ASIA,2014,1366,38411,218879,,,
Sunflowerseed Oil,OIL,Uzbekistan,CENTRAL_ASIA,2014,131000,11000,0,,,
Sunflowerseed Oil,OIL,China,EAST_ASIA,2014,560352,48495,870050,,,
Sunflowerseed Oil,OIL,Japan,EAST_ASIA,2014,35000,5000,0,,,
Sunflowerseed Oil,OIL,Taiwan,EAST_ASIA,2014,15000,0,0,,,
Sunflowerseed Oil,OIL,Belarus,EUROPE,2014,101477,5000,6000,,,
Sunflowerseed Oil,OIL,Bosnia and Herzegovina,EUROPE,2014,65000,45000,0,,,
Sunflowerseed Oil,OIL,European Union,EUROPE,2014,1362339,844925,4804556,,,
Sunflowerseed Oil,OIL,Macedonia,EUROPE,2014,45915,8000,4915,,,
Sunflowerseed Oil,OIL,Moldova,EUROPE,2014,7549,139403,183284,,,
Sunflowerseed Oil,OIL,Serbia,EUROPE,2014,14307,141535,257075,,,
Sunflowerseed Oil,OIL,Switzerland,EUROPE,2014,50915,1000,7830,,,
Sunflowerseed Oil,OIL,Ukraine,EUROPE,2014,167141,3940966,6191600,,,
Sunflowerseed Oil,OIL,Cuba,MIDDLE_AMERICA,2014,1000,0,0,,,
Sunflowerseed Oil,OIL,Guatemala,MIDDLE_AMERICA,2014,15000,5000,7000,,,
Sunflowerseed Oil,OIL,Mexico,MIDDLE_AMERICA,2014,48660,30366,20209,,,
Sunflowerseed Oil,OIL,Algeria,MIDDLE_EAST,2014,65000,1000,0,,,
Sunflowerseed Oil,OIL,Egypt,MIDDLE_EAST,2014,403431,66281,30111,,,
Sunflowerseed Oil,OIL,Iran,MIDDLE_EAST,2014,539418,76549,61470,,,
Sunflowerseed Oil,OIL,Iraq,MIDDLE_EAST,2014,455000,85000,0,,,
Sunflowerseed Oil,OIL,Israel,MIDDLE_EAST,2014,26098,1098,7928,,,
Sunflowerseed Oil,OIL,Jordan,MIDDLE_EAST,2014,37000,0,0,,,
Sunflowerseed Oil,OIL,Libya,MIDDLE_EAST,2014,4000,0,0,,,
Sunflowerseed Oil,OIL,Morocco,MIDDLE_EAST,2014,52320,2000,28660,,,
Sunflowerseed Oil,OIL,Syria,MIDDLE_EAST,2014,206000,49000,0,,,
Sunflowerseed Oil,OIL,Turkey,MIDDLE_EAST,2014,1317447,919849,944600,,,
Sunflowerseed Oil,OIL,Australia,OCEANIA,2014,61732,5000,19490,,,
Sunflowerseed Oil,OIL,Georgia,RUSSIA,2014,40000,0,23000,,,
Sunflowerseed Oil,OIL,Russia,RUSSIA,2014,200912,1576809,5204007,,,
Sunflowerseed Oil,OIL,Argentina,SOUTH_AMERICA,2014,529708,1071654,1788280,,,
